,fecha,valordemanda,Año,Mes,Dia,DiaSemana
3726,2021-03-15,719293.52,2021,3,15,1
3727,2021-03-16,732005.03,2021,3,16,2
3728,2021-03-17,729775.73,2021,3,17,3
3729,2021-03-18,741473.22,2021,3,18,4
3730,2021-03-19,706043.65,2021,3,19,5
3731,2021-03-20,670497.64,2021,3,20,6
3732,2021-03-21,630102.7,2021,3,21,7
3733,2021-03-22,735080.37,2021,3,22,1
3734,2021-03-23,739437.43,2021,3,23,2
3735,2021-03-24,731621.69,2021,3,24,3
3736,2021-03-25,726346.42,2021,3,25,4
3737,2021-03-26,719331.78,2021,3,26,5
3738,2021-03-27,648466.54,2021,3,27,6
3739,2021-03-28,571635.07,2021,3,28,7
3740,2021-03-29,691559.27,2021,3,29,1
3741,2021-03-30,695256.72,2021,3,30,2
3742,2021-03-31,679687.65,2021,3,31,3
3743,2021-04-01,603780.94,2021,4,1,4
3744,2021-04-02,558137.66,2021,4,2,5
3745,2021-04-03,577877.66,2021,4,3,6
3746,2021-04-04,551346.37,2021,4,4,7
3747,2021-04-05,604043.93,2021,4,5,1
3748,2021-04-06,678937.06,2021,4,6,2
3749,2021-04-07,706832.35,2021,4,7,3
3750,2021-04-08,711274.99,2021,4,8,4
3751,2021-04-09,713789.78,2021,4,9,5
3752,2021-04-10,641313.52,2021,4,10,6
3753,2021-04-11,594071.69,2021,4,11,7
3754,2021-04-12,692941.73,2021,4,12,1
3755,2021-04-13,717396.93,2021,4,13,2
3756,2021-04-14,716654.19,2021,4,14,3
3757,2021-04-15,722238.71,2021,4,15,4
3758,2021-04-16,713583.27,2021,4,16,5
3759,2021-04-17,642865.34,2021,4,17,6
3760,2021-04-18,593293.12,2021,4,18,7
3761,2021-04-19,697833.82,2021,4,19,1
3762,2021-04-20,709788.74,2021,4,20,2
3763,2021-04-21,710848.82,2021,4,21,3
3764,2021-04-22,713242.67,2021,4,22,4
3765,2021-04-23,685398.68,2021,4,23,5
3766,2021-04-24,620321.24,2021,4,24,6
3767,2021-04-25,584849.26,2021,4,25,7
3768,2021-04-26,689249.54,2021,4,26,1
3769,2021-04-27,703092.56,2021,4,27,2
3770,2021-04-28,698342.06,2021,4,28,3
3771,2021-04-29,697918.72,2021,4,29,4
3772,2021-04-30,688956.53,2021,4,30,5
3773,2021-05-01,577472.26,2021,5,1,6
3774,2021-05-02,559173.81,2021,5,2,7
3775,2021-05-03,667365.2,2021,5,3,1
3776,2021-05-04,689998.02,2021,5,4,2
3777,2021-05-05,690651.1,2021,5,5,3
3778,2021-05-06,689028.33,2021,5,6,4
3779,2021-05-07,681399.43,2021,5,7,5
3780,2021-05-08,612800.04,2021,5,8,6
3781,2021-05-09,573950.67,2021,5,9,7
3782,2021-05-10,672517.49,2021,5,10,1
3783,2021-05-11,690260.84,2021,5,11,2
3784,2021-05-12,696396.06,2021,5,12,3
3785,2021-05-13,695282.25,2021,5,13,4
3786,2021-05-14,688397.42,2021,5,14,5
3787,2021-05-15,622863.6,2021,5,15,6
3788,2021-05-16,580577.79,2021,5,16,7
3789,2021-05-17,668878.06,2021,5,17,1
3790,2021-05-18,696787.02,2021,5,18,2
3791,2021-05-19,698169.31,2021,5,19,3
3792,2021-05-20,697758.7,2021,5,20,4
3793,2021-05-21,691966.36,2021,5,21,5
3794,2021-05-22,621633.2,2021,5,22,6
3795,2021-05-23,574180.28,2021,5,23,7
3796,2021-05-24,659025.58,2021,5,24,1
3797,2021-05-25,687452.59,2021,5,25,2
3798,2021-05-26,692338.14,2021,5,26,3
3799,2021-05-27,694593.14,2021,5,27,4
3800,2021-05-28,687217.66,2021,5,28,5
3801,2021-05-29,625581.87,2021,5,29,6
3802,2021-05-30,579605.52,2021,5,30,7
3803,2021-05-31,683327.24,2021,5,31,1
3804,2021-06-01,696048.63,2021,6,1,2
3805,2021-06-02,700505.02,2021,6,2,3
3806,2021-06-03,698600.65,2021,6,3,4
3807,2021-06-04,692965.66,2021,6,4,5
3808,2021-06-05,622988.97,2021,6,5,6
3809,2021-06-06,576739.71,2021,6,6,7
3810,2021-06-07,687687.13,2021,6,7,1
3811,2021-06-08,719311.18,2021,6,8,2
3812,2021-06-09,727998.48,2021,6,9,3
3813,2021-06-10,739161.25,2021,6,10,4
3814,2021-06-11,732773.33,2021,6,11,5
3815,2021-06-12,663407.33,2021,6,12,6
3816,2021-06-13,616205.06,2021,6,13,7
3817,2021-06-14,737903.44,2021,6,14,1
3818,2021-06-15,759440.42,2021,6,15,2
3819,2021-06-16,755302.69,2021,6,16,3
3820,2021-06-17,732968.2,2021,6,17,4
3821,2021-06-18,720620.28,2021,6,18,5
3822,2021-06-19,646908.28,2021,6,19,6
3823,2021-06-20,594444.33,2021,6,20,7
3824,2021-06-21,695310.81,2021,6,21,1
3825,2021-06-22,710395.74,2021,6,22,2
3826,2021-06-23,701339.2,2021,6,23,3
3827,2021-06-24,667378.47,2021,6,24,4
3828,2021-06-25,694493.44,2021,6,25,5
3829,2021-06-26,651121.08,2021,6,26,6
3830,2021-06-27,606935.47,2021,6,27,7
3831,2021-06-28,706509.23,2021,6,28,1
3832,2021-06-29,727913.03,2021,6,29,2
3833,2021-06-30,744980.04,2021,6,30,3
3834,2021-07-01,745646.82,2021,7,1,4
3835,2021-07-02,751071.94,2021,7,2,5
3836,2021-07-03,686746.09,2021,7,3,6
3837,2021-07-04,645197.79,2021,7,4,7
3838,2021-07-05,756482.67,2021,7,5,1
3839,2021-07-06,765521.61,2021,7,6,2
3840,2021-07-07,749498.24,2021,7,7,3
3841,2021-07-08,743139.95,2021,7,8,4
3842,2021-07-09,749361.52,2021,7,9,5
3843,2021-07-10,698499.46,2021,7,10,6
3844,2021-07-11,662579.09,2021,7,11,7
3845,2021-07-12,763113.62,2021,7,12,1
3846,2021-07-13,739886.35,2021,7,13,2
3847,2021-07-14,742631.42,2021,7,14,3
3848,2021-07-15,749381.94,2021,7,15,4
3849,2021-07-16,755786.8,2021,7,16,5
3850,2021-07-17,703589.58,2021,7,17,6
3851,2021-07-18,657129.07,2021,7,18,7
3852,2021-07-19,770181.19,2021,7,19,1
3853,2021-07-20,786064.04,2021,7,20,2
3854,2021-07-21,796392.98,2021,7,21,3
3855,2021-07-22,807661.03,2021,7,22,4
3856,2021-07-23,801290.97,2021,7,23,5
3857,2021-07-24,708875.19,2021,7,24,6
3858,2021-07-25,647414.03,2021,7,25,7
3859,2021-07-26,741788.85,2021,7,26,1
3860,2021-07-27,764664.99,2021,7,27,2
3861,2021-07-28,777471.57,2021,7,28,3
3862,2021-07-29,786049.11,2021,7,29,4
3863,2021-07-30,780535.73,2021,7,30,5
3864,2021-07-31,688602.14,2021,7,31,6
3865,2021-08-01,610030.07,2021,8,1,7
3866,2021-08-02,692296.54,2021,8,2,1
3867,2021-08-03,716478.89,2021,8,3,2
3868,2021-08-04,726929.59,2021,8,4,3
3869,2021-08-05,737222.09,2021,8,5,4
3870,2021-08-06,733401.46,2021,8,6,5
3871,2021-08-07,676412.68,2021,8,7,6
3872,2021-08-08,615001.22,2021,8,8,7
3873,2021-08-09,688277.52,2021,8,9,1
3874,2021-08-10,712411.1,2021,8,10,2
3875,2021-08-11,735965.67,2021,8,11,3
3876,2021-08-12,755611.1,2021,8,12,4
3877,2021-08-13,762760.45,2021,8,13,5
3878,2021-08-14,734160.94,2021,8,14,6
3879,2021-08-15,692750.88,2021,8,15,7
3880,2021-08-16,734676.19,2021,8,16,1
3881,2021-08-17,734157.38,2021,8,17,2
3882,2021-08-18,729662.49,2021,8,18,3
3883,2021-08-19,723091.04,2021,8,19,4
3884,2021-08-20,723168.05,2021,8,20,5
3885,2021-08-21,680177.89,2021,8,21,6
3886,2021-08-22,642547.89,2021,8,22,7
3887,2021-08-23,740216.31,2021,8,23,1
3888,2021-08-24,749610.14,2021,8,24,2
3889,2021-08-25,738207.49,2021,8,25,3
3890,2021-08-26,746460.1,2021,8,26,4
3891,2021-08-27,752000.09,2021,8,27,5
3892,2021-08-28,680131.73,2021,8,28,6
3893,2021-08-29,625714.88,2021,8,29,7
3894,2021-08-30,722450.38,2021,8,30,1
3895,2021-08-31,747811.05,2021,8,31,2
3896,2021-09-01,746405.19,2021,9,1,3
3897,2021-09-02,733294.83,2021,9,2,4
3898,2021-09-03,731068.1,2021,9,3,5
3899,2021-09-04,661105.57,2021,9,4,6
3900,2021-09-05,625947.51,2021,9,5,7
3901,2021-09-06,750941.32,2021,9,6,1
3902,2021-09-07,778331.59,2021,9,7,2
3903,2021-09-08,758832.98,2021,9,8,3
3904,2021-09-09,759765.07,2021,9,9,4
3905,2021-09-10,743109.71,2021,9,10,5
3906,2021-09-11,664034.52,2021,9,11,6
3907,2021-09-12,624471.17,2021,9,12,7
3908,2021-09-13,730599.85,2021,9,13,1
3909,2021-09-14,744889.97,2021,9,14,2
3910,2021-09-15,740655.6,2021,9,15,3
3911,2021-09-16,726396.63,2021,9,16,4
3912,2021-09-17,714163.92,2021,9,17,5
3913,2021-09-18,639492.9,2021,9,18,6
3914,2021-09-19,588068.28,2021,9,19,7
3915,2021-09-20,692113.33,2021,9,20,1
3916,2021-09-21,696775.74,2021,9,21,2
3917,2021-09-22,701743.98,2021,9,22,3
3918,2021-09-23,704545.81,2021,9,23,4
3919,2021-09-24,697179.55,2021,9,24,5
3920,2021-09-25,631054.82,2021,9,25,6
3921,2021-09-26,582860.41,2021,9,26,7
3922,2021-09-27,686152.04,2021,9,27,1
3923,2021-09-28,706305.46,2021,9,28,2
3924,2021-09-29,710112.4,2021,9,29,3
3925,2021-09-30,702537.83,2021,9,30,4
3926,2021-10-01,692944.54,2021,10,1,5
3927,2021-10-02,630288.0,2021,10,2,6
3928,2021-10-03,585692.62,2021,10,3,7
3929,2021-10-04,665592.11,2021,10,4,1
3930,2021-10-05,681284.75,2021,10,5,2
3931,2021-10-06,695359.37,2021,10,6,3
3932,2021-10-07,689344.38,2021,10,7,4
3933,2021-10-08,685109.81,2021,10,8,5
3934,2021-10-09,612730.73,2021,10,9,6
3935,2021-10-10,568730.6,2021,10,10,7
3936,2021-10-11,615641.19,2021,10,11,1
3937,2021-10-12,577417.81,2021,10,12,2
3938,2021-10-13,668727.44,2021,10,13,3
3939,2021-10-14,682596.76,2021,10,14,4
3940,2021-10-15,681763.23,2021,10,15,5
3941,2021-10-16,616067.05,2021,10,16,6
3942,2021-10-17,573616.15,2021,10,17,7
3943,2021-10-18,675467.78,2021,10,18,1
3944,2021-10-19,692280.72,2021,10,19,2
3945,2021-10-20,693103.66,2021,10,20,3
3946,2021-10-21,688480.32,2021,10,21,4
3947,2021-10-22,682264.75,2021,10,22,5
3948,2021-10-23,612018.71,2021,10,23,6
3949,2021-10-24,571138.87,2021,10,24,7
3950,2021-10-25,670783.83,2021,10,25,1
3951,2021-10-26,692319.42,2021,10,26,2
3952,2021-10-27,689359.29,2021,10,27,3
3953,2021-10-28,691147.27,2021,10,28,4
3954,2021-10-29,692264.94,2021,10,29,5
3955,2021-10-30,626694.71,2021,10,30,6
3956,2021-10-31,597247.19,2021,10,31,7
3957,2021-11-01,576367.74,2021,11,1,1
3958,2021-11-02,674854.72,2021,11,2,2
3959,2021-11-03,695235.27,2021,11,3,3
3960,2021-11-04,705890.14,2021,11,4,4
3961,2021-11-05,717193.16,2021,11,5,5
3962,2021-11-06,655441.42,2021,11,6,6
3963,2021-11-07,616104.01,2021,11,7,7
3964,2021-11-08,716917.63,2021,11,8,1
3965,2021-11-09,728003.13,2021,11,9,2
3966,2021-11-10,737414.45,2021,11,10,3
3967,2021-11-11,738439.48,2021,11,11,4
3968,2021-11-12,731746.94,2021,11,12,5
3969,2021-11-13,652720.57,2021,11,13,6
3970,2021-11-14,612965.86,2021,11,14,7
3971,2021-11-15,725702.68,2021,11,15,1
3972,2021-11-16,748837.81,2021,11,16,2
3973,2021-11-17,753689.11,2021,11,17,3
3974,2021-11-18,755571.92,2021,11,18,4
3975,2021-11-19,746448.91,2021,11,19,5
3976,2021-11-20,674480.95,2021,11,20,6
3977,2021-11-21,622504.57,2021,11,21,7
3978,2021-11-22,744437.0,2021,11,22,1
3979,2021-11-23,774690.33,2021,11,23,2
3980,2021-11-24,786755.04,2021,11,24,3
3981,2021-11-25,787163.88,2021,11,25,4
3982,2021-11-26,781000.99,2021,11,26,5
3983,2021-11-27,716586.06,2021,11,27,6
3984,2021-11-28,685695.32,2021,11,28,7
3985,2021-11-29,782127.96,2021,11,29,1
3986,2021-11-30,788505.67,2021,11,30,2
3987,2021-12-01,797141.84,2021,12,1,3
3988,2021-12-02,800194.44,2021,12,2,4
3989,2021-12-03,790811.5,2021,12,3,5
3990,2021-12-04,711448.52,2021,12,4,6
3991,2021-12-05,660580.67,2021,12,5,7
3992,2021-12-06,667195.85,2021,12,6,1
3993,2021-12-07,710588.9,2021,12,7,2
3994,2021-12-08,684008.28,2021,12,8,3
3995,2021-12-09,782066.19,2021,12,9,4
3996,2021-12-10,776257.3,2021,12,10,5
3997,2021-12-11,692242.96,2021,12,11,6
3998,2021-12-12,644678.96,2021,12,12,7
3999,2021-12-13,758492.56,2021,12,13,1
4000,2021-12-14,783341.74,2021,12,14,2
4001,2021-12-15,787193.87,2021,12,15,3
4002,2021-12-16,792100.16,2021,12,16,4
4003,2021-12-17,783162.45,2021,12,17,5
4004,2021-12-18,706205.51,2021,12,18,6
4005,2021-12-19,660628.86,2021,12,19,7
4006,2021-12-20,771478.46,2021,12,20,1
4007,2021-12-21,772523.7,2021,12,21,2
4008,2021-12-22,757320.52,2021,12,22,3
4009,2021-12-23,729089.5,2021,12,23,4
4010,2021-12-24,637631.54,2021,12,24,5
4011,2021-12-25,547513.02,2021,12,25,6
4012,2021-12-26,582595.46,2021,12,26,7
4013,2021-12-27,657559.28,2021,12,27,1
4014,2021-12-28,663701.61,2021,12,28,2
4015,2021-12-29,657200.73,2021,12,29,3
4016,2021-12-30,653602.37,2021,12,30,4
4017,2021-12-31,611387.92,2021,12,31,5
4018,2022-01-01,535144.79,2022,1,1,6
4019,2022-01-02,578855.19,2022,1,2,7
4020,2022-01-03,691970.77,2022,1,3,1
4021,2022-01-04,718047.87,2022,1,4,2
4022,2022-01-05,715070.23,2022,1,5,3
4023,2022-01-06,617936.35,2022,1,6,4
4024,2022-01-07,703004.57,2022,1,7,5
4025,2022-01-08,686615.31,2022,1,8,6
4026,2022-01-09,657099.9,2022,1,9,7
4027,2022-01-10,756621.21,2022,1,10,1
4028,2022-01-11,771711.08,2022,1,11,2
4029,2022-01-12,777310.21,2022,1,12,3
4030,2022-01-13,788572.28,2022,1,13,4
4031,2022-01-14,796150.96,2022,1,14,5
4032,2022-01-15,717164.14,2022,1,15,6
4033,2022-01-16,672381.07,2022,1,16,7
4034,2022-01-17,790794.18,2022,1,17,1
4035,2022-01-18,809453.03,2022,1,18,2
4036,2022-01-19,813885.77,2022,1,19,3
4037,2022-01-20,813841.1,2022,1,20,4
4038,2022-01-21,812933.38,2022,1,21,5
4039,2022-01-22,728531.89,2022,1,22,6
4040,2022-01-23,681487.18,2022,1,23,7
4041,2022-01-24,800222.6,2022,1,24,1
4042,2022-01-25,803957.16,2022,1,25,2
4043,2022-01-26,800205.7,2022,1,26,3
4044,2022-01-27,794878.47,2022,1,27,4
4045,2022-01-28,786143.82,2022,1,28,5
4046,2022-01-29,698969.02,2022,1,29,6
4047,2022-01-30,648503.9,2022,1,30,7
4048,2022-01-31,761832.78,2022,1,31,1
4049,2022-02-01,774260.76,2022,2,1,2
4050,2022-02-02,762494.55,2022,2,2,3
4051,2022-02-03,760780.9,2022,2,3,4
4052,2022-02-04,756896.64,2022,2,4,5
4053,2022-02-05,682674.84,2022,2,5,6
4054,2022-02-06,635247.08,2022,2,6,7
4055,2022-02-07,746724.42,2022,2,7,1
4056,2022-02-08,756678.72,2022,2,8,2
4057,2022-02-09,755748.25,2022,2,9,3
4058,2022-02-10,762082.39,2022,2,10,4
4059,2022-02-11,754633.79,2022,2,11,5
4060,2022-02-12,679947.69,2022,2,12,6
4061,2022-02-13,635776.53,2022,2,13,7
4062,2022-02-14,741719.03,2022,2,14,1
4063,2022-02-15,759124.04,2022,2,15,2
4064,2022-02-16,758265.98,2022,2,16,3
4065,2022-02-17,744050.02,2022,2,17,4
4066,2022-02-18,735427.05,2022,2,18,5
4067,2022-02-19,677992.56,2022,2,19,6
4068,2022-02-20,628491.11,2022,2,20,7
4069,2022-02-21,726597.17,2022,2,21,1
4070,2022-02-22,734120.28,2022,2,22,2
4071,2022-02-23,732237.57,2022,2,23,3
4072,2022-02-24,736907.74,2022,2,24,4
4073,2022-02-25,742820.89,2022,2,25,5
4074,2022-02-26,670693.05,2022,2,26,6
4075,2022-02-27,618013.9,2022,2,27,7
4076,2022-02-28,697748.42,2022,2,28,1
4077,2022-03-01,722629.69,2022,3,1,2
4078,2022-03-02,735689.3,2022,3,2,3
4079,2022-03-03,742779.37,2022,3,3,4
4080,2022-03-04,743386.91,2022,3,4,5
4081,2022-03-05,660787.32,2022,3,5,6
4082,2022-03-06,620251.47,2022,3,6,7
4083,2022-03-07,732493.13,2022,3,7,1
4084,2022-03-08,735113.96,2022,3,8,2
4085,2022-03-09,726757.34,2022,3,9,3
4086,2022-03-10,722215.25,2022,3,10,4
4087,2022-03-11,731329.71,2022,3,11,5
4088,2022-03-12,642182.3,2022,3,12,6
4089,2022-03-13,593322.6,2022,3,13,7
4090,2022-03-14,726364.44,2022,3,14,1
4091,2022-03-15,727251.65,2022,3,15,2
4092,2022-03-16,728889.51,2022,3,16,3
4093,2022-03-17,726425.31,2022,3,17,4
4094,2022-03-18,704833.01,2022,3,18,5
4095,2022-03-19,624061.49,2022,3,19,6
4096,2022-03-20,591749.47,2022,3,20,7
4097,2022-03-21,698550.31,2022,3,21,1
4098,2022-03-22,717641.0,2022,3,22,2
4099,2022-03-23,719548.21,2022,3,23,3
4100,2022-03-24,725071.96,2022,3,24,4
4101,2022-03-25,706766.45,2022,3,25,5
4102,2022-03-26,631663.49,2022,3,26,6
4103,2022-03-27,554056.16,2022,3,27,7
4104,2022-03-28,677673.55,2022,3,28,1
4105,2022-03-29,692972.3,2022,3,29,2
4106,2022-03-30,707690.93,2022,3,30,3
4107,2022-03-31,705601.2,2022,3,31,4
4108,2022-04-01,710892.6,2022,4,1,5
4109,2022-04-02,645549.33,2022,4,2,6
4110,2022-04-03,613758.29,2022,4,3,7
4111,2022-04-04,744100.15,2022,4,4,1
4112,2022-04-05,762729.14,2022,4,5,2
4113,2022-04-06,744533.26,2022,4,6,3
4114,2022-04-07,722876.93,2022,4,7,4
4115,2022-04-08,707077.85,2022,4,8,5
4116,2022-04-09,621527.14,2022,4,9,6
4117,2022-04-10,574809.76,2022,4,10,7
4118,2022-04-11,667783.12,2022,4,11,1
4119,2022-04-12,687251.62,2022,4,12,2
4120,2022-04-13,685363.18,2022,4,13,3
4121,2022-04-14,585210.51,2022,4,14,4
4122,2022-04-15,536448.54,2022,4,15,5
4123,2022-04-16,551086.71,2022,4,16,6
4124,2022-04-17,527257.85,2022,4,17,7
4125,2022-04-18,580335.76,2022,4,18,1
4126,2022-04-19,657825.82,2022,4,19,2
4127,2022-04-20,698469.11,2022,4,20,3
4128,2022-04-21,697710.85,2022,4,21,4
4129,2022-04-22,695637.89,2022,4,22,5
4130,2022-04-23,628779.93,2022,4,23,6
4131,2022-04-24,571994.04,2022,4,24,7
4132,2022-04-25,654714.46,2022,4,25,1
4133,2022-04-26,677540.72,2022,4,26,2
4134,2022-04-27,687613.61,2022,4,27,3
4135,2022-04-28,688510.06,2022,4,28,4
4136,2022-04-29,669022.37,2022,4,29,5
4137,2022-04-30,592600.64,2022,4,30,6
4138,2022-05-01,528390.93,2022,5,1,7
4139,2022-05-02,614138.74,2022,5,2,1
4140,2022-05-03,677392.5,2022,5,3,2
4141,2022-05-04,687315.44,2022,5,4,3
4142,2022-05-05,680762.67,2022,5,5,4
4143,2022-05-06,668597.64,2022,5,6,5
4144,2022-05-07,596496.28,2022,5,7,6
4145,2022-05-08,550457.93,2022,5,8,7
4146,2022-05-09,650598.56,2022,5,9,1
4147,2022-05-10,673774.15,2022,5,10,2
4148,2022-05-11,678560.09,2022,5,11,3
4149,2022-05-12,683981.3,2022,5,12,4
4150,2022-05-13,678906.62,2022,5,13,5
4151,2022-05-14,613471.35,2022,5,14,6
4152,2022-05-15,565340.71,2022,5,15,7
4153,2022-05-16,658606.23,2022,5,16,1
4154,2022-05-17,689159.57,2022,5,17,2
4155,2022-05-18,701701.58,2022,5,18,3
4156,2022-05-19,716668.68,2022,5,19,4
4157,2022-05-20,714896.58,2022,5,20,5
4158,2022-05-21,645687.22,2022,5,21,6
4159,2022-05-22,591016.57,2022,5,22,7
4160,2022-05-23,692293.67,2022,5,23,1
4161,2022-05-24,699490.14,2022,5,24,2
4162,2022-05-25,683203.91,2022,5,25,3
4163,2022-05-26,688924.6,2022,5,26,4
4164,2022-05-27,691167.66,2022,5,27,5
4165,2022-05-28,628739.73,2022,5,28,6
4166,2022-05-29,579504.71,2022,5,29,7
4167,2022-05-30,672096.95,2022,5,30,1
4168,2022-05-31,699889.97,2022,5,31,2
4169,2022-06-01,709660.65,2022,6,1,3
4170,2022-06-02,714096.11,2022,6,2,4
4171,2022-06-03,711460.5,2022,6,3,5
4172,2022-06-04,632752.84,2022,6,4,6
4173,2022-06-05,583681.51,2022,6,5,7
4174,2022-06-06,671690.7,2022,6,6,1
4175,2022-06-07,720817.35,2022,6,7,2
4176,2022-06-08,734652.17,2022,6,8,3
4177,2022-06-09,740426.08,2022,6,9,4
4178,2022-06-10,740712.63,2022,6,10,5
4179,2022-06-11,678773.89,2022,6,11,6
4180,2022-06-12,633281.98,2022,6,12,7
4181,2022-06-13,758638.08,2022,6,13,1
4182,2022-06-14,798691.05,2022,6,14,2
4183,2022-06-15,816499.07,2022,6,15,3
4184,2022-06-16,810374.88,2022,6,16,4
4185,2022-06-17,807731.24,2022,6,17,5
4186,2022-06-18,721874.37,2022,6,18,6
4187,2022-06-19,639567.44,2022,6,19,7
4188,2022-06-20,746482.22,2022,6,20,1
4189,2022-06-21,754336.94,2022,6,21,2
4190,2022-06-22,735366.57,2022,6,22,3
4191,2022-06-23,712244.52,2022,6,23,4
4192,2022-06-24,658105.27,2022,6,24,5
4193,2022-06-25,634796.66,2022,6,25,6
4194,2022-06-26,597120.11,2022,6,26,7
4195,2022-06-27,697550.97,2022,6,27,1
4196,2022-06-28,717423.77,2022,6,28,2
4197,2022-06-29,727046.26,2022,6,29,3
4198,2022-06-30,724490.78,2022,6,30,4
4199,2022-07-01,714296.44,2022,7,1,5
4200,2022-07-02,664621.87,2022,7,2,6
4201,2022-07-03,628386.93,2022,7,3,7
4202,2022-07-04,734811.02,2022,7,4,1
4203,2022-07-05,766576.12,2022,7,5,2
4204,2022-07-06,763815.16,2022,7,6,3
4205,2022-07-07,756028.7,2022,7,7,4
4206,2022-07-08,760229.02,2022,7,8,5
4207,2022-07-09,692390.32,2022,7,9,6
4208,2022-07-10,652462.73,2022,7,10,7
4209,2022-07-11,781323.55,2022,7,11,1
4210,2022-07-12,811270.39,2022,7,12,2
4211,2022-07-13,827870.22,2022,7,13,3
4212,2022-07-14,836258.26,2022,7,14,4
4213,2022-07-15,831856.37,2022,7,15,5
4214,2022-07-16,748679.26,2022,7,16,6
4215,2022-07-17,698666.05,2022,7,17,7
4216,2022-07-18,822023.51,2022,7,18,1
4217,2022-07-19,823558.59,2022,7,19,2
4218,2022-07-20,823283.43,2022,7,20,3
4219,2022-07-21,836727.9,2022,7,21,4
4220,2022-07-22,831424.41,2022,7,22,5
4221,2022-07-23,735091.23,2022,7,23,6
4222,2022-07-24,687821.42,2022,7,24,7
4223,2022-07-25,787876.39,2022,7,25,1
4224,2022-07-26,824187.45,2022,7,26,2
4225,2022-07-27,806232.99,2022,7,27,3
4226,2022-07-28,800376.72,2022,7,28,4
4227,2022-07-29,793992.24,2022,7,29,5
4228,2022-07-30,718385.47,2022,7,30,6
4229,2022-07-31,675415.02,2022,7,31,7
4230,2022-08-01,782866.19,2022,8,1,1
4231,2022-08-02,800030.83,2022,8,2,2
4232,2022-08-03,795863.73,2022,8,3,3
4233,2022-08-04,789564.73,2022,8,4,4
4234,2022-08-05,772886.41,2022,8,5,5
4235,2022-08-06,699119.1,2022,8,6,6
4236,2022-08-07,647889.37,2022,8,7,7
4237,2022-08-08,727811.3,2022,8,8,1
4238,2022-08-09,745979.96,2022,8,9,2
4239,2022-08-10,754636.55,2022,8,10,3
4240,2022-08-11,750843.94,2022,8,11,4
4241,2022-08-12,750786.75,2022,8,12,5
4242,2022-08-13,698246.39,2022,8,13,6
4243,2022-08-14,629884.46,2022,8,14,7
4244,2022-08-15,622660.02,2022,8,15,1
4245,2022-08-16,680755.94,2022,8,16,2
4246,2022-08-17,677139.66,2022,8,17,3
4247,2022-08-18,659330.26,2022,8,18,4
4248,2022-08-19,661916.62,2022,8,19,5
4249,2022-08-20,633699.22,2022,8,20,6
4250,2022-08-21,602791.84,2022,8,21,7
4251,2022-08-22,703153.96,2022,8,22,1
4252,2022-08-23,730634.87,2022,8,23,2
4253,2022-08-24,738558.46,2022,8,24,3
4254,2022-08-25,736603.21,2022,8,25,4
4255,2022-08-26,725562.06,2022,8,26,5
4256,2022-08-27,656630.13,2022,8,27,6
4257,2022-08-28,615465.72,2022,8,28,7
4258,2022-08-29,727200.55,2022,8,29,1
4259,2022-08-30,750924.47,2022,8,30,2
4260,2022-08-31,740231.75,2022,8,31,3
4261,2022-09-01,731641.34,2022,9,1,4
4262,2022-09-02,732227.67,2022,9,2,5
4263,2022-09-03,642236.01,2022,9,3,6
4264,2022-09-04,596575.6,2022,9,4,7
4265,2022-09-05,711057.5,2022,9,5,1
4266,2022-09-06,727527.09,2022,9,6,2
4267,2022-09-07,731678.0,2022,9,7,3
4268,2022-09-08,715619.57,2022,9,8,4
4269,2022-09-09,721661.28,2022,9,9,5
4270,2022-09-10,653804.81,2022,9,10,6
4271,2022-09-11,619822.06,2022,9,11,7
4272,2022-09-12,743105.95,2022,9,12,1
4273,2022-09-13,746416.15,2022,9,13,2
4274,2022-09-14,722541.72,2022,9,14,3
4275,2022-09-15,713473.61,2022,9,15,4
4276,2022-09-16,708799.08,2022,9,16,5
4277,2022-09-17,619334.83,2022,9,17,6
4278,2022-09-18,574254.19,2022,9,18,7
4279,2022-09-19,685476.66,2022,9,19,1
4280,2022-09-20,704300.23,2022,9,20,2
4281,2022-09-21,700070.02,2022,9,21,3
4282,2022-09-22,695597.39,2022,9,22,4
4283,2022-09-23,689988.52,2022,9,23,5
4284,2022-09-24,602468.75,2022,9,24,6
4285,2022-09-25,547492.93,2022,9,25,7
4286,2022-09-26,638740.35,2022,9,26,1
4287,2022-09-27,659456.71,2022,9,27,2
4288,2022-09-28,663780.7,2022,9,28,3
4289,2022-09-29,663785.86,2022,9,29,4
4290,2022-09-30,649024.39,2022,9,30,5
4291,2022-10-01,576530.49,2022,10,1,6
4292,2022-10-02,536105.03,2022,10,2,7
4293,2022-10-03,644976.65,2022,10,3,1
4294,2022-10-04,667812.38,2022,10,4,2
4295,2022-10-05,669204.13,2022,10,5,3
4296,2022-10-06,675127.53,2022,10,6,4
4297,2022-10-07,666351.83,2022,10,7,5
4298,2022-10-08,589542.6,2022,10,8,6
4299,2022-10-09,540796.45,2022,10,9,7
4300,2022-10-10,644622.83,2022,10,10,1
4301,2022-10-11,654510.42,2022,10,11,2
4302,2022-10-12,557942.65,2022,10,12,3
4303,2022-10-13,641378.91,2022,10,13,4
4304,2022-10-14,654335.37,2022,10,14,5
4305,2022-10-15,579414.68,2022,10,15,6
4306,2022-10-16,540243.25,2022,10,16,7
4307,2022-10-17,645458.79,2022,10,17,1
