fecha,Año,Mes,Dia,DiaSemana,Eolica_R,Hidroeolica_R,Hidraulica_R,OtrasRenovables_R,SolarFotovoltaica_R,SolarTermica_R,ResiduosRenov_R,SumaGeneracionTotal,Porcentaje_Renovable,valordemanda,preciomedio,TemperaturaMedia,PrecipitacionesAcumuladas,HorasSol,VientoVelocidad,HumedadRelativaMedia
2012-06-26,2012,6,26,2,76529.74,0.0,86997.5,11168.25,26636.85,4501.87,2103.64,856175.0799999998,24.29,823280.42,54.96,26.7882,0.0,10.4957,2.566,44.2449
2012-06-27,2012,6,27,3,94816.92,0.0,71491.76,10948.57,24323.84,7003.11,2016.97,868519.71,24.25,841101.71,56.84,27.6608,35.0,8.2,3.1725,44.38
2012-06-28,2012,6,28,4,125206.84,0.0,73732.29,11080.12,29267.59,10203.59,2102.05,882702.4400000001,28.5,840407.52,54.48,25.9863,1.0,10.3467,3.6569,47.58
2012-06-29,2012,6,29,5,147435.86,0.0,44747.62,11360.13,31770.17,14421.67,2115.06,860314.6399999999,29.27,807379.51,56.08,23.5902,19.2,10.5682,3.958,48.38
2012-06-30,2012,6,30,6,125038.59,0.0,44932.1,11376.45,30521.07,16476.36,2071.4,741889.62,31.06,706996.09,50.53,21.1275,27.1,9.9909,4.1137,52.0
2012-07-01,2012,7,1,7,167565.21,0.0,39189.65,10566.89,30010.29,16092.96,2096.06,680506.1599999999,39.02,628050.54,38.89,19.6569,46.0,10.0591,3.8529,47.62
2012-07-02,2012,7,2,1,58639.27,0.0,52779.56,10227.69,31042.88,17525.26,2143.24,768384.26,22.43,733422.89,56.6,20.754,0.2,11.1711,2.8882,43.76
2012-07-03,2012,7,3,2,72199.57,0.0,54438.85,10433.2,29686.55,17470.05,2059.35,804715.73,23.15,766001.2,55.04,23.018,4.5,10.7591,3.0824,45.9592
2012-07-04,2012,7,4,3,98736.42,0.0,55634.73,10760.31,31319.58,17952.29,2207.6,813867.3500000001,26.62,780275.31,50.01,22.806,46.6,10.9227,3.749,52.6939
2012-07-05,2012,7,5,4,125084.05,0.0,61242.95,10629.21,31037.83,19160.74,2347.2,805859.4600000001,30.96,775042.23,45.26,21.4163,55.7,9.207,4.296,53.5714
2012-07-06,2012,7,6,5,63983.41,0.0,67404.5,10721.05,31591.51,19284.27,2319.86,787168.2199999999,24.81,760727.4,51.81,21.352,13.2,10.6558,3.2667,50.56
2012-07-07,2012,7,7,6,136780.18,0.0,55486.44,10891.17,30820.41,19115.27,2313.66,721513.35,35.4,689646.13,50.13,22.5784,13.6,10.8163,4.0588,54.38
2012-07-08,2012,7,8,7,72453.89,0.0,51857.85,10927.44,31691.98,19332.71,2317.29,644830.85,29.25,624532.04,46.35,22.308,0.8,10.7744,3.1373,50.56
2012-07-09,2012,7,9,1,80486.16,0.0,65592.01,10618.59,31572.37,19276.66,2263.78,775499.6499999999,27.05,758591.15,54.46,22.8745,8.9,10.2864,3.4863,51.84
2012-07-10,2012,7,10,2,89562.04,0.0,58654.66,10985.4,31874.41,19476.98,2281.25,796328.38,26.73,781524.1,51.98,22.406,16.7,10.1093,3.4471,51.58
2012-07-11,2012,7,11,3,103746.66,0.0,51551.6,10709.19,31436.38,19958.22,2335.11,800212.09,27.46,781779.35,54.24,21.826,26.1,10.4953,3.8588,51.4286
2012-07-12,2012,7,12,4,77205.68,0.0,51514.88,10542.53,32051.15,19356.79,2218.07,802330.77,24.04,782560.56,55.31,22.202,0.0,11.8341,3.1824,46.9
2012-07-13,2012,7,13,5,153351.87,0.0,51370.97,10544.36,30929.86,18119.46,2141.57,837277.5700000001,31.82,800409.3,51.56,23.964,23.8,10.2977,3.9686,48.6
2012-07-14,2012,7,14,6,134542.72,0.0,45009.1,10759.58,30707.07,18759.16,2235.61,717318.33,33.74,705168.94,49.17,22.9824,10.1,10.6698,4.416,48.34
2012-07-15,2012,7,15,7,103871.34,0.0,39394.07,10762.65,30837.23,19197.79,2230.88,643237.72,32.07,629045.79,45.17,21.998,0.6,11.4535,3.5882,47.64
2012-07-16,2012,7,16,1,129755.35,0.0,53839.18,10438.25,30710.47,18035.03,2232.07,796372.24,30.77,760974.65,47.81,23.3157,0.0,12.1467,3.6333,47.84
2012-07-17,2012,7,17,2,97752.98,0.0,56635.62,10438.09,31673.86,18323.91,2351.26,831487.99,26.12,797159.79,51.0,25.5039,0.0,13.0689,3.252,41.22
2012-07-18,2012,7,18,3,73624.3,0.0,65002.48,10501.9,31259.38,18959.32,2342.91,835775.49,24.13,813253.65,54.55,26.2059,0.0,12.2978,3.0471,38.96
2012-07-19,2012,7,19,4,97364.84,0.0,57872.51,10555.28,30602.46,18016.95,2356.31,837394.96,25.89,817561.4,50.32,25.2686,2.0,11.8773,3.2765,40.9
2012-07-20,2012,7,20,5,112521.64,0.0,55527.74,10771.89,30485.28,16903.4,2311.7,836688.17,27.31,805809.4,48.79,23.9941,0.0,10.7955,3.5725,45.92
2012-07-21,2012,7,21,6,120440.0,0.0,48204.25,10623.56,30418.71,17199.26,2325.84,728051.05,31.48,711566.3,48.21,24.0098,0.0,11.1814,3.5255,47.26
2012-07-22,2012,7,22,7,126742.51,0.0,42731.82,10661.06,29452.06,17400.95,2345.82,686173.19,33.42,644295.55,41.36,23.862,0.1,11.4727,3.3157,49.04
2012-07-23,2012,7,23,1,118504.47,0.0,55194.75,10117.94,29538.99,17223.81,2336.88,799476.0599999998,29.13,769969.62,49.28,23.768,0.1,12.0395,3.3353,47.18
2012-07-24,2012,7,24,2,111336.69,0.0,52925.85,10525.59,30101.94,15963.98,2353.17,825915.8,27.03,780926.59,49.45,24.1588,1.2,12.2372,3.4784,49.34
2012-07-25,2012,7,25,3,74490.69,0.0,61828.82,10223.92,27269.06,12771.68,2347.2,823334.39,22.95,776403.45,54.51,25.324,44.0,10.6047,3.1471,48.7551
2012-07-26,2012,7,26,4,98493.63,0.0,52811.33,10302.03,26966.35,11338.36,2309.99,831588.96,24.32,785448.78,56.08,25.4039,122.7,9.8364,3.549,52.92
2012-07-27,2012,7,27,5,72404.05,0.0,56865.59,10956.0,25781.09,11530.36,2332.02,819106.3599999999,21.96,772644.93,51.27,23.9235,89.0,9.0711,3.3627,59.96
2012-07-28,2012,7,28,6,76351.86,0.0,47704.04,10980.32,29364.14,14986.79,2330.78,709573.4299999999,25.61,683782.33,50.2,22.9137,5.4,9.6889,3.1882,58.98
2012-07-29,2012,7,29,7,56029.67,0.0,42016.87,10529.53,30964.78,18552.28,2306.92,644953.0599999999,24.87,620230.89,47.89,23.3765,0.0,11.1978,2.8882,54.04
2012-07-30,2012,7,30,1,48427.89,0.0,61025.73,10141.01,30264.16,18259.36,2249.36,766715.4299999999,22.22,747594.53,51.84,24.351,0.0,11.8787,2.8686,49.92
2012-07-31,2012,7,31,2,87428.67,0.0,52880.73,10135.65,30156.46,15772.69,2245.27,798240.5700000001,24.88,766855.8,50.54,25.2275,0.0,11.4867,3.4392,47.08
2012-08-01,2012,8,1,3,113479.77,0.0,56795.42,10012.94,29647.03,14840.92,2243.78,811745.5,27.97,787081.43,47.82,24.964,8.4,10.7574,3.4353,47.2449
2012-08-02,2012,8,2,4,74051.46,0.0,58212.88,9593.83,29375.91,13905.34,2213.87,804383.3199999998,23.29,785021.68,50.66,24.822,9.4,10.3891,3.1588,47.98
2012-08-03,2012,8,3,5,69290.51,0.0,53421.36,8927.97,30862.75,17216.37,2254.77,786440.74,23.14,770489.31,49.6,24.2902,0.0,11.4578,3.1824,46.46
2012-08-04,2012,8,4,6,71790.5,0.0,46085.46,9757.02,30217.79,17273.08,2269.9,700919.1599999999,25.31,683734.37,44.73,23.746,49.2,9.2289,3.01,49.9592
2012-08-05,2012,8,5,7,111090.9,0.0,37708.74,9723.86,28382.02,17954.63,2301.27,653526.83,31.7,613982.97,39.11,22.244,79.5,8.84,3.994,57.22
2012-08-06,2012,8,6,1,65500.23,0.0,52003.6,9657.03,31392.88,18228.14,2278.34,726145.3399999999,24.66,707616.07,50.02,21.8776,0.4,11.4739,2.8837,50.5714
2012-08-07,2012,8,7,2,125507.65,0.0,42597.95,8288.96,29850.02,17649.29,2253.29,771801.3299999998,29.3,729679.59,49.15,23.6082,0.0,11.74,3.598,50.4583
2012-08-08,2012,8,8,3,97727.9,0.0,51004.06,7977.95,27330.64,12170.92,2241.61,778903.2700000001,25.48,749498.13,48.74,25.87,0.0,11.1696,3.0735,47.6122
2012-08-09,2012,8,9,4,75926.37,0.0,59214.27,8969.45,27118.18,12258.2,2219.5,788836.94,23.54,777562.62,49.14,27.314,0.0,11.1822,2.798,45.3469
2012-08-10,2012,8,10,5,63015.72,0.0,64609.97,9189.47,26219.23,11313.94,2213.43,797775.41,22.13,791494.73,51.33,28.484,0.0,10.5295,2.8327,43.9796
2012-08-11,2012,8,11,6,110200.79,0.0,49317.03,9520.05,26343.82,12378.57,2257.24,753134.78,27.89,721230.09,48.11,27.3824,1.4,9.9227,3.4,43.32
2012-08-12,2012,8,12,7,115024.45,0.0,29992.5,9276.07,28065.39,14012.12,2102.7,679136.54,29.22,640667.29,46.42,24.7824,0.3,9.5841,3.4408,46.68
2012-08-13,2012,8,13,1,74039.17,0.0,39748.61,9315.66,29781.3,17843.32,2085.36,742952.2899999998,23.26,726823.08,50.12,23.756,39.1,10.6391,3.176,50.84
2012-08-14,2012,8,14,2,124096.37,0.0,43022.78,9683.7,30258.01,19850.59,2178.3,766543.6300000001,29.89,737460.47,47.7,24.184,61.9,10.4591,3.508,51.76
2012-08-15,2012,8,15,3,189635.01,0.0,35962.85,10180.47,25169.51,12963.89,2239.13,720070.76,38.35,644120.37,36.64,22.9204,6.0,8.3067,3.914,55.24
2012-08-16,2012,8,16,4,90234.7,0.0,44096.22,10165.62,29805.69,17243.01,2281.68,760542.8600000001,25.49,726540.33,54.3,24.024,0.0,12.1478,2.7102,48.3469
2012-08-17,2012,8,17,5,115381.51,0.0,44738.32,10108.9,27882.34,15648.28,2233.85,784749.13,27.52,750200.01,52.45,26.684,0.0,11.707,3.1143,44.7292
2012-08-18,2012,8,18,6,92387.98,0.0,41957.8,10094.8,24937.03,9755.89,2186.91,716551.12,25.3,698077.28,52.61,26.898,1.2,9.9045,2.988,48.06
2012-08-19,2012,8,19,7,92607.41,0.0,46492.86,9630.88,20629.17,6034.93,2217.91,674277.26,26.34,656192.91,48.25,27.649,5.4,7.7455,2.8,47.72
2012-08-20,2012,8,20,1,58929.76,0.0,60383.38,9619.53,26274.01,12818.33,2149.86,815573.67,20.87,786546.78,52.93,27.7706,0.0,9.3304,2.476,48.82
2012-08-21,2012,8,21,2,60384.85,0.0,47934.88,9008.02,27442.0,13662.2,1561.94,850916.3300000002,18.8,814633.94,54.24,27.6275,1.7,10.2304,2.686,47.7
2012-08-22,2012,8,22,3,104822.46,0.0,36208.03,8822.88,28189.87,15535.11,1902.87,861161.4,22.7,819576.94,53.52,26.542,0.7,10.0267,3.188,50.3878
2012-08-23,2012,8,23,4,106923.51,0.0,29765.66,9341.44,28664.37,18867.7,2099.53,857999.94,22.8,804431.63,53.39,25.4549,1.5,9.3778,3.136,50.96
2012-08-24,2012,8,24,5,146273.06,0.0,28783.44,9913.47,29128.44,20130.35,2278.58,853557.4700000001,27.71,786137.22,50.59,24.3176,35.2,9.5455,3.888,51.68
2012-08-25,2012,8,25,6,128623.19,0.0,30750.74,9883.06,28005.68,18851.12,2207.88,744418.8500000001,29.33,703954.72,47.35,23.6863,21.3,9.5705,3.826,52.6
2012-08-26,2012,8,26,7,68363.18,0.0,27245.48,9912.36,29419.71,19157.65,2145.9,670168.31,23.31,635310.09,47.36,22.9863,0.6,11.7442,3.052,48.12
2012-08-27,2012,8,27,1,111460.25,0.0,35971.09,9823.02,26924.92,16496.63,1898.3,806178.65,25.13,769034.71,51.76,23.9196,39.4,9.9543,3.4529,51.1
2012-08-28,2012,8,28,2,60155.34,0.0,37788.01,9737.35,27722.63,17106.08,2288.45,829269.03,18.67,792577.57,55.64,24.0549,1.7,10.1383,2.6824,52.7
2012-08-29,2012,8,29,3,69839.17,0.0,37114.53,9826.79,27184.27,19452.55,2287.56,833373.36,19.88,798833.16,51.82,24.0353,86.3,9.2319,2.9784,53.82
2012-08-30,2012,8,30,4,168322.86,0.0,33289.17,9553.64,24462.16,17437.55,2289.93,818120.3699999999,31.21,779644.66,49.59,21.9176,63.7,8.4404,3.9816,53.2857
2012-08-31,2012,8,31,5,226660.02,0.0,32595.34,9528.63,28497.31,17069.84,2312.76,785849.05,40.3,741246.96,44.29,20.6235,4.4,10.3114,4.094,48.7755
2012-09-01,2012,9,1,6,218044.57,0.0,29407.06,9491.13,25894.91,14905.23,2368.12,722919.2899999999,41.51,657280.86,36.43,19.6843,3.9,9.5511,3.4529,47.9
2012-09-02,2012,9,2,7,201683.34,0.0,23817.61,9299.58,29352.8,17158.12,2314.71,685603.1600000001,41.37,599831.46,31.24,19.7078,3.3,10.9022,3.7294,44.32
2012-09-03,2012,9,3,1,211522.57,0.0,35047.7,9358.34,29264.38,18436.71,2182.67,791436.77,38.64,719588.46,44.4,20.708,0.2,9.9739,3.578,50.4898
2012-09-04,2012,9,4,2,196932.7,0.0,34957.25,9522.03,28626.02,18920.79,2228.91,802880.1799999998,36.27,746336.28,46.34,21.0,4.6,9.9636,3.3529,53.44
2012-09-05,2012,9,5,3,175042.72,0.0,35814.89,9238.21,28168.15,18899.13,2128.44,815587.2999999998,33.02,756205.01,47.7,22.0431,0.3,10.1744,3.1275,53.94
2012-09-06,2012,9,6,4,117433.57,0.0,40574.68,9681.06,27852.57,17708.3,1873.7,817466.61,26.32,766189.15,49.5,23.2863,0.5,10.5733,2.8706,52.58
2012-09-07,2012,9,7,5,65649.69,0.0,44943.91,9994.89,25441.72,11643.29,1818.98,794561.2300000002,20.07,764626.09,54.48,24.0353,2.1,9.7378,2.6039,53.14
2012-09-08,2012,9,8,6,33876.28,0.0,38770.17,9673.76,24352.92,13105.99,1970.05,700936.5,17.37,677553.68,53.31,23.6627,10.1,9.3044,2.3,55.7
2012-09-09,2012,9,9,7,37295.93,0.0,35863.4,9845.04,25424.16,12150.17,2133.57,632054.28,19.41,619086.29,50.56,22.7353,20.5,8.44,2.5647,59.66
2012-09-10,2012,9,10,1,54216.4,0.0,41699.64,9770.31,24536.09,13109.62,1966.94,772934.61,18.8,728675.15,54.12,22.5196,8.2,8.5609,2.724,59.38
2012-09-11,2012,9,11,2,28569.94,0.0,44001.35,9545.43,27795.52,16788.18,1997.44,778587.25,16.53,734182.0,54.06,22.7863,10.5,9.883,2.1078,57.36
2012-09-12,2012,9,12,3,104775.31,0.0,37329.22,9575.11,26616.91,18882.32,2128.0,811102.94,24.57,769517.47,50.48,22.4353,41.0,8.775,3.0745,56.78
2012-09-13,2012,9,13,4,197649.3,0.0,29393.8,9483.77,26591.42,17710.99,2000.53,816406.23,34.64,755981.0,45.97,20.851,4.8,9.3729,3.832,53.1
2012-09-14,2012,9,14,5,151765.97,0.0,30860.87,9718.67,29468.22,18760.42,2140.81,791444.06,30.67,741188.08,48.55,20.5216,0.0,11.1067,2.8392,49.48
2012-09-15,2012,9,15,6,81312.84,0.0,31818.88,9046.1,29084.06,19429.96,2274.67,703272.0,24.59,662538.71,50.34,22.0431,0.0,11.1622,2.3176,44.72
2012-09-16,2012,9,16,7,31362.98,0.0,31218.53,9144.41,25774.27,15543.18,2114.5,636360.11,18.1,610032.7,51.05,22.2314,0.0,9.1356,2.1667,48.18
2012-09-17,2012,9,17,1,25856.98,0.0,45093.28,8897.22,20983.61,8961.62,2100.57,770209.7699999999,14.53,739846.07,57.69,22.2784,0.1,6.5844,1.9549,54.74
2012-09-18,2012,9,18,2,64638.26,0.0,44490.6,8975.05,15405.96,3748.16,2024.1,797021.68,17.48,762889.02,55.41,22.2647,52.5,3.9457,2.3255,60.5294
2012-09-19,2012,9,19,3,176171.09,0.0,33646.96,9768.65,24279.28,12438.48,2132.18,825640.28,31.3,763447.55,52.32,21.4118,43.6,8.125,3.4392,60.6863
2012-09-20,2012,9,20,4,103692.44,0.0,39214.5,8919.6,21738.91,11848.64,2117.36,798342.29,23.49,755128.62,55.03,21.7196,9.0,8.4375,2.8235,61.2353
2012-09-21,2012,9,21,5,105610.93,0.0,38368.26,8943.81,22479.35,11287.5,2141.0,806138.83,23.42,749653.88,54.7,22.658,6.8,8.0422,2.99,64.56
2012-09-22,2012,9,22,6,74166.96,0.0,30487.14,9534.42,26079.46,14344.87,2161.45,693020.7000000001,22.62,668323.56,53.64,22.5294,18.3,9.3978,2.4176,61.4706
2012-09-23,2012,9,23,7,248402.33,0.0,25448.34,9724.92,19114.12,6984.22,2142.34,684197.47,45.57,608901.61,27.43,22.266,137.5,5.2489,4.8176,64.68
2012-09-24,2012,9,24,1,265977.49,0.0,22571.98,9085.14,23327.8,8897.1,2191.26,797077.79,41.66,708788.15,36.83,19.978,59.0,7.3638,4.272,56.5918
2012-09-25,2012,9,25,2,270741.52,0.0,23660.48,9457.32,17755.79,3973.26,2127.25,783167.45,41.84,723867.88,40.92,18.1216,312.9,4.5125,4.5961,61.6863
2012-09-26,2012,9,26,3,162820.27,0.0,33210.3,9742.01,15304.66,3733.37,2154.29,763503.19,29.73,703756.32,45.28,16.42,102.5,4.3333,3.374,66.66
2012-09-27,2012,9,27,4,66412.25,0.0,42438.48,9521.89,8472.33,1906.7,2141.99,738965.6300000001,17.71,703278.77,52.1,15.8216,430.6,3.0979,2.6196,72.1373
2012-09-28,2012,9,28,5,153299.82,0.0,35917.94,8884.66,4923.6,1962.52,2206.0,752362.9000000001,27.54,704840.5,46.77,16.5588,979.5,1.5133,3.2157,79.5098
2012-09-29,2012,9,29,6,213269.73,0.0,26531.47,9075.93,12237.2,1851.46,2254.49,688182.3200000001,38.54,619337.17,36.58,16.402,273.6,3.0111,3.3863,76.5686
2012-09-30,2012,9,30,7,115626.56,0.0,28900.63,9089.82,26026.39,13552.67,2273.56,618774.36,31.59,564114.72,44.45,16.3725,0.8,8.4844,2.2843,66.0392
2012-10-01,2012,10,1,1,31410.79,0.0,38867.61,8858.6,27387.0,15192.55,2257.12,727273.9300000002,17.05,677922.41,57.61,16.6412,2.2,9.9122,1.951,64.8431
2012-10-02,2012,10,2,2,29114.03,0.0,33382.92,8503.22,25621.07,14368.8,2252.3,755921.8900000001,14.98,703241.05,57.19,17.7039,10.3,9.1796,1.8843,63.8431
2012-10-03,2012,10,3,3,50568.63,0.0,29211.06,8817.16,26537.5,14843.45,2175.87,777817.01,16.99,709260.71,54.11,18.302,3.3,9.3082,2.136,63.36
2012-10-04,2012,10,4,4,40051.54,0.0,36222.64,9939.5,26548.86,16567.33,2279.37,777213.3699999999,16.93,715320.23,54.31,18.678,0.1,9.5633,1.728,62.1569
2012-10-05,2012,10,5,5,61505.68,0.0,32384.34,9966.14,25212.71,14030.08,2234.23,766368.56,18.96,710463.08,52.12,19.3588,0.2,9.6457,2.1627,61.5686
2012-10-06,2012,10,6,6,97725.89,0.0,30212.76,11346.11,22562.72,10839.67,2223.19,696171.02,25.12,633565.65,49.3,19.4098,9.6,6.7022,2.0098,66.8235
2012-10-07,2012,10,7,7,67439.4,0.0,27075.52,10969.6,24288.13,14917.87,2225.0,658594.75,22.31,581262.35,44.14,21.3863,4.2,8.55,1.9176,65.0
2012-10-08,2012,10,8,1,86195.6,0.0,38723.8,10435.12,24773.19,15559.91,2178.84,783332.8799999999,22.71,705009.41,51.4,21.8686,10.8,8.5449,2.3353,63.9804
2012-10-09,2012,10,9,2,53593.66,0.0,40645.93,10348.33,25030.22,16210.58,1606.69,790112.41,18.66,713443.65,50.81,21.4255,3.9,8.5408,2.0569,66.1373
2012-10-10,2012,10,10,3,49431.37,0.0,45670.03,8896.14,19549.61,9303.08,1316.97,793927.5299999999,16.9,728315.05,51.59,21.2755,156.2,5.375,2.106,71.2653
2012-10-11,2012,10,11,4,135193.6,0.0,37209.94,9890.21,17090.49,6622.77,1554.48,794296.0900000001,26.13,715376.2,47.15,20.036,122.8,5.0909,3.2367,72.9
2012-10-12,2012,10,12,5,95748.05,0.0,32087.56,10713.31,18062.53,8425.01,1917.7,673324.6,24.8,593334.5,44.94,17.3843,157.0,5.4773,2.666,70.0784
2012-10-13,2012,10,13,6,60273.26,0.0,28177.09,10524.58,22939.6,13481.0,2115.66,646009.23,21.29,593843.94,48.68,16.1431,57.5,7.787,2.2686,62.8039
2012-10-14,2012,10,14,7,183010.35,0.0,18227.05,10287.94,18293.01,7084.95,2157.06,664450.15,35.98,565672.24,25.96,15.5039,216.1,4.7848,4.0216,68.3529
2012-10-15,2012,10,15,1,148130.74,0.0,32491.97,9900.92,26274.71,13695.71,2134.41,758637.48,30.66,678425.67,44.49,14.0686,62.0,8.3041,2.7804,62.0588
2012-10-16,2012,10,16,2,151941.95,0.0,39332.15,10147.54,23570.06,13768.27,2141.98,761264.7100000001,31.64,700805.33,44.51,15.2294,84.6,7.3878,2.8333,61.1373
2012-10-17,2012,10,17,3,214718.13,0.0,27059.12,9749.69,22040.63,11545.71,2171.58,795545.5800000001,36.11,706355.39,36.13,16.502,256.5,6.2458,3.5765,64.0392
2012-10-18,2012,10,18,4,179751.26,0.0,48065.33,9648.07,10032.87,2311.31,2140.76,794397.45,31.72,716482.43,38.89,16.5647,447.2,2.2196,3.2941,75.8039
2012-10-19,2012,10,19,5,88767.49,0.0,55660.84,9723.61,8879.1,2617.5,2149.66,771978.95,21.74,714750.95,46.96,15.3078,226.5,1.9909,2.0725,78.8431
2012-10-20,2012,10,20,6,43809.63,0.0,57436.52,10318.7,12483.96,6682.21,2143.17,671788.6099999999,19.78,632022.74,48.8,14.951,570.1,3.6756,2.0843,79.0588
2012-10-21,2012,10,21,7,106952.54,0.0,46672.11,10551.02,13824.17,6054.01,1971.44,637318.1699999999,29.19,575053.31,37.76,14.5627,216.1,4.6174,2.3059,76.7843
2012-10-22,2012,10,22,1,41008.48,0.0,59555.13,10895.49,18064.87,3098.28,1980.28,737129.26,18.26,688473.73,51.23,16.2431,10.1,6.0979,1.7333,75.7255
2012-10-23,2012,10,23,2,51436.7,0.0,57308.16,10995.54,23195.2,11963.59,1991.14,740490.74,21.19,704341.42,50.34,17.4529,3.5,8.434,1.751,72.4314
2012-10-24,2012,10,24,3,116474.87,0.0,57857.1,10857.81,9007.92,1617.79,1819.84,749729.5,26.36,707923.08,40.92,16.6176,276.9,2.5429,2.3471,78.1373
2012-10-25,2012,10,25,4,99137.28,0.0,63589.37,11058.25,7207.44,2045.38,1818.32,730353.06,25.31,699469.89,37.18,16.5725,483.4,2.2551,2.6176,81.9804
2012-10-26,2012,10,26,5,92841.64,0.0,66377.97,10427.97,11867.17,2593.11,1793.54,730492.1699999999,25.45,689026.38,44.17,16.3314,253.0,3.1783,2.602,81.8235
2012-10-27,2012,10,27,6,280385.0,0.0,37622.8,9843.12,15052.66,4224.64,1705.42,703094.74,49.61,619146.25,24.99,13.1294,66.1,4.787,4.398,70.7255
2012-10-28,2012,10,28,7,187581.77,0.0,40726.91,10703.76,24514.83,14300.93,1818.0,669168.55,41.79,599017.75,21.77,9.649,33.3,7.7348,3.2725,60.902
2012-10-29,2012,10,29,1,63620.63,0.0,77824.94,9856.97,22792.23,8230.83,1809.27,718248.9199999999,25.64,704861.28,53.05,9.8941,97.0,7.8102,1.7373,63.9412
2012-10-30,2012,10,30,2,70303.0,0.0,85222.04,9662.81,6282.51,2502.38,1850.52,761760.42,23.08,743541.6,55.17,9.998,522.7,2.1714,2.1294,80.2745
2012-10-31,2012,10,31,3,169209.94,0.0,67993.5,10529.32,16444.0,4455.9,2026.63,776659.78,34.85,730898.04,50.44,11.3706,95.5,5.6128,2.998,74.9804
2012-11-01,2012,11,1,4,303354.4,0.0,35533.85,11525.95,17576.93,4258.11,1948.06,727961.6,51.4,621092.36,9.55,13.4588,84.6,5.2277,4.0961,72.1176
2012-11-02,2012,11,2,5,250845.44,0.0,46834.76,11460.64,15030.69,2954.0,1945.35,739610.8,44.49,663916.44,21.64,14.5255,296.9,5.0522,3.1922,70.4902
2012-11-03,2012,11,3,6,171584.2,0.0,63713.46,11435.75,6360.99,521.74,2039.88,654985.6900000001,39.03,634741.05,42.63,15.3216,389.8,1.2217,2.9588,82.902
2012-11-04,2012,11,4,7,194060.41,0.0,43438.3,11133.65,5775.47,522.46,2090.82,637510.06,40.32,594231.19,37.17,14.3412,325.6,1.2067,3.3,83.1961
2012-11-05,2012,11,5,1,153388.66,0.0,73044.7,11261.3,17304.71,3576.87,2031.72,778531.8099999999,33.47,714752.17,41.19,11.8353,111.2,5.6729,2.7157,68.3137
2012-11-06,2012,11,6,2,148809.9,0.0,64222.35,11319.69,12171.27,4781.48,2055.54,780491.4899999999,31.18,746841.67,43.67,10.636,156.4,4.5735,2.7549,74.0196
2012-11-07,2012,11,7,3,213692.48,0.0,60184.74,11457.06,6669.1,1357.54,2054.51,807315.86,36.59,765094.03,37.83,9.9588,246.4,2.6673,3.5608,74.902
2012-11-08,2012,11,8,4,135572.76,0.0,87128.76,11398.97,6281.08,1387.89,2017.81,801705.4,30.41,757285.31,44.21,13.1784,523.5,1.5714,3.03,83.2941
2012-11-09,2012,11,9,5,68892.7,0.0,105582.18,11384.98,6510.89,2408.89,2014.65,761809.01,25.83,739292.62,53.53,13.7804,275.7,2.113,1.9529,85.7451
2012-11-10,2012,11,10,6,153404.03,0.0,74588.11,10933.68,12668.47,2804.68,2058.82,694075.8200000001,36.95,662403.81,42.11,12.2863,190.0,3.6435,3.098,79.9608
2012-11-11,2012,11,11,7,212230.18,0.0,56232.11,11148.89,11888.28,6183.78,2063.38,669176.8200000001,44.79,621605.55,30.51,9.7255,250.6,4.0457,3.8784,74.7451
2012-11-12,2012,11,12,1,172353.35,0.0,76391.75,11033.81,17641.17,9839.32,1995.98,785393.46,36.83,744685.89,46.15,10.4294,37.8,6.4429,3.2314,70.3922
2012-11-13,2012,11,13,2,89862.63,0.0,78960.28,10795.72,16862.82,11532.95,1565.17,783001.63,26.77,757897.64,48.43,10.5235,78.5,6.3851,2.5196,68.6667
2012-11-14,2012,11,14,3,107059.8,0.0,67084.3,9495.53,14888.4,8346.02,1224.41,720715.2300000001,28.87,674441.29,40.33,13.2745,19.7,5.7065,2.1706,75.4118
2012-11-15,2012,11,15,4,135359.02,0.0,67519.47,10977.71,13703.33,8002.07,1933.31,740330.19,32.08,730407.64,42.33,14.9137,13.3,4.902,2.8039,76.8235
2012-11-16,2012,11,16,5,131119.45,0.0,59351.81,11304.27,13297.82,6883.58,1939.03,752411.1,29.76,733299.13,44.66,14.1902,141.5,4.437,2.5,79.0588
2012-11-17,2012,11,17,6,97290.25,0.0,69915.38,11373.03,6946.94,1058.86,1940.16,666642.33,28.28,661155.85,47.13,13.7647,390.1,1.4413,2.616,84.8824
2012-11-18,2012,11,18,7,85144.29,0.0,64768.65,11244.68,12469.85,4830.2,1993.08,637267.1299999999,28.32,605372.54,43.81,12.4667,54.4,3.5578,2.458,79.8824
2012-11-19,2012,11,19,1,75882.31,0.0,67935.92,11056.72,17819.61,6849.89,1981.31,764560.13,23.74,729206.84,53.61,11.8588,0.1,6.6091,1.7167,77.8431
2012-11-20,2012,11,20,2,120785.65,0.0,58148.33,10958.15,14396.94,3024.89,1945.44,787008.67,26.59,751211.35,49.61,11.6549,88.6,4.6653,1.9902,77.2157
2012-11-21,2012,11,21,3,104748.97,0.0,67392.39,10417.78,9704.9,1866.16,2026.43,792630.91,24.75,751592.41,52.22,11.4745,16.4,3.0208,2.328,76.1176
2012-11-22,2012,11,22,4,82374.69,0.0,63982.72,10340.06,15886.22,4564.57,2115.83,806560.08,22.23,753514.27,52.29,10.8137,4.3,5.6688,1.7078,76.549
